User ID,Customer type,Bundle,Start,End
8378538,SYI,Basis,2024-04-22,2024-06-15
8420731,SYI,Basis,2024-04-22,2024-09-07
8589873,SYI,Basis,2024-04-22,2024-10-27
8677566,SYI,No bundle,2024-04-22,2099-12-31
8722777,SYI,Plus,2024-04-22,2024-09-18
8833933,SYI,No bundle,2024-04-22,2024-05-21
8841921,SYI,Basis,2024-04-22,2099-12-31
8884228,SYI,No bundle,2024-04-22,2024-06-01
8950063,SYI,Plus,2024-04-22,2024-06-15
8966272,Pro,Plus,2024-04-22,2024-05-01
8973894,SYI,No bundle,2024-04-22,2024-06-28
1080322,SYI,Basis,2024-04-23,2024-08-08
1134414,SYI,No bundle,2024-04-23,2024-07-20
1270045,SYI,Plus,2024-04-23,2024-11-17
1448777,SYI,Basis,2024-04-23,2024-07-03
1466031,SYI,No bundle,2024-04-23,2024-04-30
1517768,SYI,No bundle,2024-04-23,2099-12-31
1617364,SYI,Basis,2024-04-23,2024-06-27
1699646,SYI,Basis,2024-04-23,2024-05-29
2008482,SYI,No bundle,2024-04-23,2099-12-31
2020344,Pro,Plus,2024-04-23,2099-12-31
2027198,Pro,Plus,2024-04-23,2099-12-31
2348815,SYI,No bundle,2024-04-23,2099-12-31
2901955,SYI,Plus,2024-04-23,2099-12-31
2958958,SYI,Plus,2024-04-23,2099-12-31
3023281,SYI,Basis,2024-04-23,2024-06-26
3066393,SYI,Basis,2024-04-23,2024-05-21
3222789,Pro,Basis,2024-04-23,2024-08-11
3372893,SYI,Basis,2024-04-23,2024-08-04
3380322,SYI,No bundle,2024-04-23,2024-06-05
3424398,SYI,Plus,2024-04-23,2024-05-03
3492546,Pro,Basis,2024-04-23,2024-08-12
3850143,SYI,Plus,2024-04-23,2024-06-17
4102220,SYI,Basis,2024-04-23,2024-05-25
4200127,SYI,No bundle,2024-04-23,2099-12-31
4486522,SYI,Basis,2024-04-23,2024-06-14
4613794,SYI,Basis,2024-04-23,2099-12-31
4754861,SYI,Basis,2024-04-23,2099-12-31
4784902,Pro,Basis,2024-04-23,2024-05-26
4800092,SYI,Plus,2024-04-23,2024-05-21
4810854,SYI,Basis,2024-04-23,2024-05-29
4924418,SYI,Basis,2024-04-23,2024-07-22
4928702,SYI,Basis,2024-04-23,2099-12-31
4990145,Pro,Plus,2024-04-23,2099-12-31
5030382,Pro,Basis,2024-04-23,2024-09-23
5053825,Pro,Basis,2024-04-23,2025-02-05
5206657,Pro,No bundle,2024-04-23,2024-06-17
5391313,SYI,Plus,2024-04-23,2024-08-14
6001395,SYI,Basis,2024-04-23,2099-12-31
6105219,SYI,Plus,2024-04-23,2024-12-21
6254036,SYI,No bundle,2024-04-23,2024-10-09
6579729,Pro,Basis,2024-04-23,2099-12-31
6836015,SYI,Plus,2024-04-23,2099-12-31
6955281,SYI,Basis,2024-04-23,2099-12-31
7033199,SYI,No bundle,2024-04-23,2024-07-27
7282235,Pro,Basis,2024-04-23,2099-12-31
7330029,SYI,Plus,2024-04-23,2024-05-13
7833074,SYI,Basis,2024-04-23,2024-05-25
7967642,Pro,Basis,2024-04-23,2024-12-03
8030127,SYI,Basis,2024-04-23,2024-05-10
8040728,SYI,Basis,2024-04-23,2024-06-08
8057045,Pro,Basis,2024-04-23,2024-05-28
8205388,Pro,Plus,2024-04-23,2024-07-09
8359084,Pro,Basis,2024-04-23,2099-12-31
8374440,SYI,Basis,2024-04-23,2024-06-01
8503300,SYI,No bundle,2024-04-23,2099-12-31
8654724,SYI,Basis,2024-04-23,2099-12-31
1063651,SYI,Plus,2024-04-24,2025-03-13
1366113,SYI,Basis,2024-04-24,2024-08-29
1388059,SYI,Basis,2024-04-24,2099-12-31
1458365,SYI,Basis,2024-04-24,2099-12-31
1607187,SYI,No bundle,2024-04-24,2024-04-27
1738385,Pro,Plus,2024-04-24,2024-08-07
2261411,SYI,Plus,2024-04-24,2024-07-02
2627653,Pro,Basis,2024-04-24,2024-05-22
2893905,SYI,Basis,2024-04-24,2099-12-31
3439571,SYI,No bundle,2024-04-24,2099-12-31
3504108,SYI,Basis,2024-04-24,2099-12-31
3794163,SYI,Basis,2024-04-24,2024-05-23
4145041,Pro,Plus,2024-04-24,2024-10-15
4216659,Pro,Plus,2024-04-24,2024-12-17
4406841,Pro,Plus,2024-04-24,2099-12-31
4509608,SYI,Plus,2024-04-24,2024-09-13
5117931,Pro,Basis,2024-04-24,2024-05-30
5336113,SYI,No bundle,2024-04-24,2099-12-31
5368566,SYI,Basis,2024-04-24,2025-01-04
5667986,Pro,No bundle,2024-04-24,2099-12-31
5805806,SYI,Basis,2024-04-24,2024-11-06
5954374,SYI,No bundle,2024-04-24,2024-06-03
5959725,SYI,Plus,2024-04-24,2024-09-26
6133215,SYI,Basis,2024-04-24,2024-06-04
6163098,SYI,No bundle,2024-04-24,2024-10-10
6185198,SYI,Basis,2024-04-24,2024-06-11
6410539,SYI,No bundle,2024-04-24,2024-08-11
6410539,SYI,Basis,2024-04-24,2024-04-24
6835636,SYI,Basis,2024-04-24,2024-09-29
6911825,Pro,Basis,2024-04-24,2024-06-20
6913862,Pro,Plus,2024-04-24,2099-12-31
7711976,SYI,Basis,2024-04-24,2024-08-04
7743100,SYI,Basis,2024-04-24,2024-04-30
8275750,Pro,Basis,2024-04-24,2099-12-31
8286891,SYI,Basis,2024-04-24,2024-05-27
8680193,SYI,Plus,2024-04-24,2024-05-11
8786701,Pro,No bundle,2024-04-24,2099-12-31
1140040,SYI,Basis,2024-04-25,2099-12-31
1275479,SYI,Basis,2024-04-25,2024-05-10
1356667,Pro,Plus,2024-04-25,2024-06-19
2811139,SYI,Basis,2024-04-25,2024-12-15
2991244,SYI,No bundle,2024-04-25,2024-06-19
3212815,SYI,Plus,2024-04-25,2024-12-04
3263141,SYI,Plus,2024-04-25,2099-12-31
3326613,SYI,Basis,2024-04-25,2024-04-28
3357177,SYI,Basis,2024-04-25,2024-07-13
3400661,Pro,Basis,2024-04-25,2024-08-12
3409715,SYI,Plus,2024-04-25,2024-07-25
3437309,SYI,Basis,2024-04-25,2024-06-11
3678030,SYI,Basis,2024-04-25,2024-12-31
4607659,Pro,Basis,2024-04-25,2024-06-08
4656293,SYI,Basis,2024-04-25,2024-10-10
4697881,Pro,No bundle,2024-04-25,2024-05-21
4721985,Pro,No bundle,2024-04-25,2024-05-28
4805691,SYI,Basis,2024-04-25,2024-06-10
4821564,SYI,Basis,2024-04-25,2024-06-28
5104310,SYI,Basis,2024-04-25,2024-06-17
5261558,SYI,Basis,2024-04-25,2024-07-20
5278199,SYI,Basis,2024-04-25,2024-05-29
5379944,SYI,No bundle,2024-04-25,2024-05-30
5756714,SYI,Basis,2024-04-25,2099-12-31
5828473,SYI,Plus,2024-04-25,2099-12-31
5863978,Pro,Basis,2024-04-25,2024-05-24
5959305,SYI,Basis,2024-04-25,2099-12-31
6011226,SYI,Basis,2024-04-25,2024-05-23
6350039,SYI,No bundle,2024-04-25,2099-12-31
6360470,SYI,Basis,2024-04-25,2024-08-12
6859157,Pro,No bundle,2024-04-25,2099-12-31
6896486,SYI,No bundle,2024-04-25,2099-12-31
7157142,SYI,Basis,2024-04-25,2099-12-31
7201915,SYI,Basis,2024-04-25,2099-12-31
7516311,Pro,No bundle,2024-04-25,2024-05-21
8435081,SYI,No bundle,2024-04-25,2024-06-07
8628730,SYI,Basis,2024-04-25,2024-06-11
1077004,SYI,Basis,2024-04-26,2024-06-08
1105460,SYI,Plus,2024-04-26,2024-06-11
1141363,SYI,Basis,2024-04-26,2024-06-10
1154730,SYI,No bundle,2024-04-26,2024-06-28
1195841,SYI,Basis,2024-04-26,2099-12-31
1392896,SYI,Basis,2024-04-26,2099-12-31
1452882,SYI,No bundle,2024-04-26,2024-07-09
1473132,Pro,Basis,2024-04-26,2024-06-06
1579567,SYI,Basis,2024-04-26,2099-12-31
1589101,SYI,Basis,2024-04-26,2099-12-31
1669403,SYI,Plus,2024-04-26,2025-03-27
2287555,SYI,Basis,2024-04-26,2099-12-31
2702502,SYI,No bundle,2024-04-26,2024-05-09
2735262,Pro,Plus,2024-04-26,2024-06-06
2909611,SYI,No bundle,2024-04-26,2099-12-31
3006787,Pro,No bundle,2024-04-26,2099-12-31
3454890,Pro,No bundle,2024-04-26,2099-12-31
3521889,Pro,Basis,2024-04-26,2024-10-08
3601214,SYI,Basis,2024-04-26,2024-07-06
3645633,SYI,No bundle,2024-04-26,2024-08-14
3906626,SYI,Plus,2024-04-26,2099-12-31
4110254,SYI,Plus,2024-04-26,2024-06-05
4126666,SYI,Basis,2024-04-26,2024-05-25
4258703,Pro,Plus,2024-04-26,2099-12-31
4429677,SYI,Plus,2024-04-26,2024-07-15
4468765,SYI,Plus,2024-04-26,2099-12-31
5306200,SYI,Plus,2024-04-26,2099-12-31
5319266,SYI,Basis,2024-04-26,2024-05-31
5339541,SYI,Plus,2024-04-26,2024-05-23
5496132,Pro,No bundle,2024-04-26,2024-08-28
5555019,Pro,Plus,2024-04-26,2024-05-18
5765275,Pro,Plus,2024-04-26,2099-12-31
5904142,SYI,Basis,2024-04-26,2025-02-12
5998501,SYI,Basis,2024-04-26,2024-05-31
6209221,SYI,Plus,2024-04-26,2099-12-31
6352137,SYI,Plus,2024-04-26,2099-12-31
6395514,SYI,No bundle,2024-04-26,2099-12-31
6544457,SYI,Basis,2024-04-26,2024-05-12
6579297,SYI,No bundle,2024-04-26,2024-05-18
6638979,SYI,No bundle,2024-04-26,2024-07-20
6664969,SYI,Plus,2024-04-26,2024-08-01
6710349,SYI,Basis,2024-04-26,2024-06-20
6822475,SYI,Basis,2024-04-26,2099-12-31
6857166,SYI,Basis,2024-04-26,2099-12-31
7529890,SYI,No bundle,2024-04-26,2099-12-31
7537156,SYI,Basis,2024-04-26,2024-06-20
7722424,SYI,Plus,2024-04-26,2024-06-07
7965867,SYI,Basis,2024-04-26,2024-11-02
7974432,SYI,Plus,2024-04-26,2024-05-02
8086768,SYI,No bundle,2024-04-26,2024-06-04
8542772,SYI,Basis,2024-04-26,2024-08-04
8558096,SYI,Basis,2024-04-26,2024-06-11
8718031,SYI,No bundle,2024-04-26,2099-12-31
8739256,Pro,No bundle,2024-04-26,2024-11-05
8821839,SYI,No bundle,2024-04-26,2099-12-31
8975195,SYI,Basis,2024-04-26,2099-12-31
8992947,Pro,No bundle,2024-04-26,2099-12-31
1121826,Pro,No bundle,2024-04-27,2024-06-03
1234999,SYI,Plus,2024-04-27,2099-12-31
1354002,SYI,No bundle,2024-04-27,2024-08-14
1607187,SYI,Plus,2024-04-27,2024-06-08
1677909,SYI,Basis,2024-04-27,2024-05-18
1710180,Pro,No bundle,2024-04-27,2024-11-29
1926662,SYI,Basis,2024-04-27,2099-12-31
2138940,SYI,Basis,2024-04-27,2024-06-19
2158384,Pro,Basis,2024-04-27,2099-12-31
2391631,SYI,Basis,2024-04-27,2099-12-31
2583456,SYI,No bundle,2024-04-27,2099-12-31
2741137,SYI,No bundle,2024-04-27,2025-02-06
2805034,SYI,Basis,2024-04-27,2099-12-31
2831073,SYI,Basis,2024-04-27,2025-01-16
3103848,SYI,No bundle,2024-04-27,2024-05-11
3574156,SYI,Plus,2024-04-27,2024-06-07
4190379,Pro,Plus,2024-04-27,2099-12-31
4220667,SYI,Basis,2024-04-27,2099-12-31
4395511,SYI,No bundle,2024-04-27,2024-04-30
4430678,SYI,Plus,2024-04-27,2024-05-27
4724931,SYI,No bundle,2024-04-27,2024-09-23
4932626,SYI,Basis,2024-04-27,2024-05-27
5324285,SYI,No bundle,2024-04-27,2024-08-15
5337483,SYI,No bundle,2024-04-27,2099-12-31
5565250,SYI,No bundle,2024-04-27,2099-12-31
5890588,SYI,Basis,2024-04-27,2024-11-15
6448841,SYI,Basis,2024-04-27,2024-08-23
6714270,SYI,Basis,2024-04-27,2099-12-31
6804135,SYI,Basis,2024-04-27,2024-10-14
6930587,SYI,Basis,2024-04-27,2099-12-31
6964658,Pro,Basis,2024-04-27,2024-07-19
7318788,Pro,Plus,2024-04-27,2024-07-03
7888291,SYI,Basis,2024-04-27,2024-05-15
7949925,SYI,Plus,2024-04-27,2024-07-10
8037922,Pro,Basis,2024-04-27,2099-12-31
8325572,SYI,Basis,2024-04-27,2099-12-31
8413969,SYI,Basis,2024-04-27,2024-06-16
8456398,SYI,Plus,2024-04-27,2024-05-03
8663593,SYI,Basis,2024-04-27,2099-12-31
8751021,Pro,No bundle,2024-04-27,2024-08-04
8820556,SYI,No bundle,2024-04-27,2024-09-18
8826515,Pro,Basis,2024-04-27,2025-03-17
1040331,Pro,Basis,2024-04-28,2099-12-31
1573813,SYI,Plus,2024-04-28,2099-12-31
1584311,Pro,Basis,2024-04-28,2024-06-09
1915301,Pro,Basis,2024-04-28,2024-05-20
2230545,SYI,No bundle,2024-04-28,2024-06-02
2261229,SYI,Basis,2024-04-28,2099-12-31
2371732,SYI,Basis,2024-04-28,2099-12-31
2404528,Pro,Basis,2024-04-28,2099-12-31
2426114,SYI,No bundle,2024-04-28,2024-06-07
2569321,SYI,Plus,2024-04-28,2024-09-10
2605674,Pro,No bundle,2024-04-28,2099-12-31
2620101,SYI,Basis,2024-04-28,2024-06-07
2669408,SYI,Plus,2024-04-28,2024-06-27
2771634,SYI,Basis,2024-04-28,2099-12-31
3029016,SYI,No bundle,2024-04-28,2099-12-31
3137724,SYI,No bundle,2024-04-28,2099-12-31
3165032,SYI,No bundle,2024-04-28,2099-12-31
3241175,SYI,No bundle,2024-04-28,2024-07-10
3326613,SYI,No bundle,2024-04-28,2024-06-24
3680180,SYI,Plus,2024-04-28,2099-12-31
3948663,SYI,Basis,2024-04-28,2024-06-01
4374782,SYI,Basis,2024-04-28,2024-05-08
4465961,SYI,Plus,2024-04-28,2024-11-23
4543317,Pro,Plus,2024-04-28,2099-12-31
4596287,Pro,Basis,2024-04-28,2024-11-26
4703322,SYI,Basis,2024-04-28,2024-05-26
4743498,SYI,Plus,2024-04-28,2024-05-11
4807164,SYI,Plus,2024-04-28,2024-05-05
4819212,SYI,Basis,2024-04-28,2024-06-11
5216901,SYI,Basis,2024-04-28,2024-07-04
5299511,Pro,Basis,2024-04-28,2024-07-16
5327384,SYI,Basis,2024-04-28,2024-05-19
5551822,Pro,No bundle,2024-04-28,2024-06-11
5896705,SYI,Basis,2024-04-28,2024-06-10
5906204,Pro,Basis,2024-04-28,2024-07-30
6021560,SYI,Basis,2024-04-28,2099-12-31
6100923,Pro,Basis,2024-04-28,2024-08-18
6105427,Pro,No bundle,2024-04-28,2024-06-01
6446402,SYI,No bundle,2024-04-28,2024-06-16
6456795,SYI,No bundle,2024-04-28,2024-06-11
6667884,SYI,Basis,2024-04-28,2024-05-31
6717486,SYI,No bundle,2024-04-28,2099-12-31
7028118,SYI,Plus,2024-04-28,2024-05-28
7069204,SYI,Basis,2024-04-28,2024-08-19
7107531,SYI,No bundle,2024-04-28,2024-05-11
7633307,SYI,Basis,2024-04-28,2024-06-02
7807085,SYI,Basis,2024-04-28,2024-10-27
7812571,SYI,Basis,2024-04-28,2024-05-27
7895362,SYI,Basis,2024-04-28,2099-12-31
7917417,SYI,Plus,2024-04-28,2099-12-31
8071897,SYI,Basis,2024-04-28,2024-07-06
8193564,SYI,Basis,2024-04-28,2099-12-31
8405839,SYI,Plus,2024-04-28,2024-08-14
8659769,SYI,Basis,2024-04-28,2099-12-31
8709730,SYI,No bundle,2024-04-28,2024-05-31
1044441,SYI,No bundle,2024-04-29,2099-12-31
1124169,SYI,No bundle,2024-04-29,2024-08-24
1440978,SYI,Basis,2024-04-29,2024-06-01
1528522,SYI,No bundle,2024-04-29,2099-12-31
1904564,SYI,Basis,2024-04-29,2024-11-10
1955137,SYI,Basis,2024-04-29,2099-12-31
2018144,SYI,Basis,2024-04-29,2024-05-28
2354059,SYI,Basis,2024-04-29,2025-01-05
2485311,Pro,Basis,2024-04-29,2024-06-10
2561064,Pro,Plus,2024-04-29,2024-06-21
2749521,SYI,Basis,2024-04-29,2024-10-29
2858633,Pro,Basis,2024-04-29,2024-06-20
2924681,SYI,No bundle,2024-04-29,2099-12-31
3087315,Pro,Basis,2024-04-29,2024-10-08
3114516,Pro,No bundle,2024-04-29,2024-10-05
4368794,Pro,No bundle,2024-04-29,2024-07-11
4690408,SYI,No bundle,2024-04-29,2024-05-04
4762443,SYI,Plus,2024-04-29,2024-08-09
4859291,SYI,No bundle,2024-04-29,2024-05-05
4895120,SYI,Plus,2024-04-29,2024-06-02
5052730,SYI,Basis,2024-04-29,2024-06-12
5127495,SYI,No bundle,2024-04-29,2099-12-31
5159014,SYI,Basis,2024-04-29,2024-06-03
5401672,SYI,Plus,2024-04-29,2024-06-13
5488415,Pro,Basis,2024-04-29,2099-12-31
5841315,Pro,No bundle,2024-04-29,2024-07-07
6265720,Pro,Basis,2024-04-29,2024-05-22
6286687,SYI,No bundle,2024-04-29,2024-08-15
6454465,SYI,No bundle,2024-04-29,2099-12-31
7179007,SYI,No bundle,2024-04-29,2024-05-25
7343252,SYI,Basis,2024-04-29,2024-05-05
7411442,SYI,Basis,2024-04-29,2099-12-31
7512032,SYI,Basis,2024-04-29,2099-12-31
8468864,SYI,No bundle,2024-04-29,2099-12-31
8883253,SYI,Basis,2024-04-29,2024-06-01
8972169,SYI,Basis,2024-04-29,2099-12-31
1307262,Pro,Basis,2024-04-30,2024-08-25
1466031,SYI,Plus,2024-04-30,2099-12-31
1491644,Pro,Basis,2024-04-30,2024-10-15
1814911,SYI,No bundle,2024-04-30,2024-06-19
1960284,Pro,Basis,2024-04-30,2024-07-14
2255910,SYI,Basis,2024-04-30,2024-06-01
2362818,SYI,No bundle,2024-04-30,2024-06-25
2402775,SYI,No bundle,2024-04-30,2024-08-01
2455188,Pro,Basis,2024-04-30,2024-06-03
2521256,SYI,Basis,2024-04-30,2024-07-09
2665115,SYI,Basis,2024-04-30,2099-12-31
2670365,SYI,No bundle,2024-04-30,2024-06-17
2962351,Pro,Basis,2024-04-30,2024-07-16
2988895,SYI,Basis,2024-04-30,2025-02-01
3036351,Pro,Basis,2024-04-30,2024-05-30
3127917,SYI,Basis,2024-04-30,2024-07-07
3329711,SYI,Basis,2024-04-30,2024-06-24
3420838,Pro,Basis,2024-04-30,2099-12-31
3866134,SYI,No bundle,2024-04-30,2099-12-31
3930161,Pro,Plus,2024-04-30,2024-10-06
4044207,SYI,Basis,2024-04-30,2099-12-31
4079211,SYI,Basis,2024-04-30,2099-12-31
4233368,SYI,Basis,2024-04-30,2024-06-09
4383761,SYI,No bundle,2024-04-30,2024-06-29
4395511,SYI,Plus,2024-04-30,2024-06-16
4883544,SYI,Basis,2024-04-30,2024-06-22
5013909,Pro,No bundle,2024-04-30,2024-08-24
5167708,Pro,No bundle,2024-04-30,2099-12-31
5370476,SYI,No bundle,2024-04-30,2099-12-31
5413926,SYI,Basis,2024-04-30,2024-06-11
5731684,Pro,Basis,2024-04-30,2099-12-31
5813932,SYI,Basis,2024-04-30,2099-12-31
5896290,SYI,Basis,2024-04-30,2024-07-03
5956389,Pro,No bundle,2024-04-30,2025-01-21
6134574,SYI,Basis,2024-04-30,2024-06-21
6167782,SYI,Plus,2024-04-30,2099-12-31
6206148,SYI,Plus,2024-04-30,2099-12-31
6336296,SYI,Basis,2024-04-30,2099-12-31
6344203,SYI,Basis,2024-04-30,2024-07-09
6703463,SYI,Basis,2024-04-30,2099-12-31
6921306,SYI,Plus,2024-04-30,2099-12-31
6939816,SYI,No bundle,2024-04-30,2024-06-15
6969618,SYI,Plus,2024-04-30,2024-06-27
7105455,Pro,Plus,2024-04-30,2099-12-31
7360180,Pro,Basis,2024-04-30,2024-12-01
7743100,SYI,Plus,2024-04-30,2099-12-31
8030274,SYI,Basis,2024-04-30,2024-08-01
8039086,SYI,No bundle,2024-04-30,2024-11-29
8073582,SYI,No bundle,2024-04-30,2099-12-31
8361693,SYI,No bundle,2024-04-30,2099-12-31
8482046,Pro,No bundle,2024-04-30,2099-12-31
8655396,Pro,No bundle,2024-04-30,2099-12-31
8691877,Pro,Basis,2024-04-30,2024-07-07
1094474,Pro,Plus,2024-05-01,2024-06-25
1217249,Pro,No bundle,2024-05-01,2099-12-31
2004406,SYI,No bundle,2024-05-01,2024-06-18
2156723,SYI,No bundle,2024-05-01,2025-03-07
2342481,SYI,Plus,2024-05-01,2024-06-03
2462415,Pro,Basis,2024-05-01,2024-07-20
2814561,SYI,No bundle,2024-05-01,2024-05-30
2935805,SYI,No bundle,2024-05-01,2024-06-02
3089609,SYI,Plus,2024-05-01,2024-06-01
3197441,Pro,No bundle,2024-05-01,2099-12-31
3549750,Pro,No bundle,2024-05-01,2099-12-31
3846349,Pro,Basis,2024-05-01,2024-06-25
3873229,SYI,Plus,2024-05-01,2099-12-31
3931478,SYI,No bundle,2024-05-01,2099-12-31
4002289,Pro,Basis,2024-05-01,2024-07-28
4071891,SYI,No bundle,2024-05-01,2099-12-31
4164406,SYI,Plus,2024-05-01,2024-09-14
4480619,Pro,Basis,2024-05-01,2024-05-30
4681270,Pro,Plus,2024-05-01,2024-06-22
4694789,SYI,Basis,2024-05-01,2024-07-03
4960182,SYI,No bundle,2024-05-01,2024-06-02
5070306,SYI,Basis,2024-05-01,2024-06-17
5257911,Pro,No bundle,2024-05-01,2099-12-31
5404691,SYI,No bundle,2024-05-01,2099-12-31
5602116,SYI,Basis,2024-05-01,2024-05-29
5621030,Pro,Basis,2024-05-01,2024-07-18
5973152,Pro,No bundle,2024-05-01,2024-10-05
6214559,SYI,Plus,2024-05-01,2024-05-28
6489334,SYI,No bundle,2024-05-01,2024-05-09
6599572,SYI,Plus,2024-05-01,2025-02-05
6669494,SYI,Basis,2024-05-01,2024-09-21
7137906,Pro,Basis,2024-05-01,2024-06-04
7237195,SYI,No bundle,2024-05-01,2099-12-31
7464037,SYI,No bundle,2024-05-01,2099-12-31
7813422,SYI,No bundle,2024-05-01,2099-12-31
8063830,Pro,Basis,2024-05-01,2024-05-23
8517668,SYI,Plus,2024-05-01,2099-12-31
8739501,SYI,No bundle,2024-05-01,2024-06-09
8966272,Pro,No bundle,2024-05-01,2024-05-30
1020793,SYI,Basis,2024-05-02,2024-08-07
1084401,SYI,No bundle,2024-05-02,2024-06-02
1578572,SYI,Plus,2024-05-02,2099-12-31
1745061,SYI,Basis,2024-05-02,2024-08-03
1777497,SYI,Plus,2024-05-02,2099-12-31
1777497,SYI,No bundle,2024-05-02,2099-12-31
1971603,SYI,Plus,2024-05-02,2099-12-31
1975344,SYI,Plus,2024-05-02,2024-06-23
2030770,SYI,Basis,2024-05-02,2024-06-11
2070832,SYI,Plus,2024-05-02,2099-12-31
2204419,SYI,Plus,2024-05-02,2099-12-31
2343286,SYI,Basis,2024-05-02,2099-12-31
2577726,Pro,Basis,2024-05-02,2024-09-26
2597318,SYI,Basis,2024-05-02,2024-06-02
2612129,SYI,Basis,2024-05-02,2099-12-31
2826152,SYI,Basis,2024-05-02,2099-12-31
2888146,Pro,Basis,2024-05-02,2024-08-21
2936598,SYI,Basis,2024-05-02,2099-12-31
3101214,SYI,Basis,2024-05-02,2024-06-12
3120841,Pro,Basis,2024-05-02,2024-10-01
3132815,SYI,Basis,2024-05-02,2024-08-10
3147826,SYI,Basis,2024-05-02,2099-12-31
3268004,SYI,No bundle,2024-05-02,2024-06-03
3320277,SYI,Basis,2024-05-02,2024-06-04
3524928,SYI,No bundle,2024-05-02,2024-06-06
4133019,Pro,Plus,2024-05-02,2024-08-05
4254192,SYI,No bundle,2024-05-02,2024-06-06
4256436,SYI,Basis,2024-05-02,2024-06-16
4454346,SYI,Basis,2024-05-02,2024-07-08
4532074,SYI,No bundle,2024-05-02,2024-11-13
4694039,Pro,Basis,2024-05-02,2024-07-08
4783129,SYI,No bundle,2024-05-02,2024-09-09
4841143,SYI,No bundle,2024-05-02,2024-07-30
5033171,Pro,Plus,2024-05-02,2099-12-31
5323246,SYI,Plus,2024-05-02,2099-12-31
5484876,Pro,Plus,2024-05-02,2099-12-31
5625342,SYI,No bundle,2024-05-02,2099-12-31
5679638,SYI,Basis,2024-05-02,2024-07-11
6030317,SYI,Basis,2024-05-02,2024-06-06
6039818,SYI,Basis,2024-05-02,2024-12-21
6409675,SYI,Plus,2024-05-02,2099-12-31
6502103,SYI,Plus,2024-05-02,2024-06-02
6779412,Pro,Basis,2024-05-02,2024-05-31
6998242,SYI,Basis,2024-05-02,2024-08-01
7216312,Pro,Plus,2024-05-02,2024-07-11
7405082,SYI,No bundle,2024-05-02,2024-08-23
7527935,SYI,No bundle,2024-05-02,2099-12-31
7974432,SYI,No bundle,2024-05-02,2099-12-31
8009793,SYI,Basis,2024-05-02,2024-06-11
8068983,SYI,Basis,2024-05-02,2099-12-31
8361630,SYI,No bundle,2024-05-02,2099-12-31
8488600,SYI,No bundle,2024-05-02,2024-06-07
8765062,Pro,Basis,2024-05-02,2099-12-31
1084848,SYI,Basis,2024-05-03,2099-12-31
1503249,SYI,Basis,2024-05-03,2024-05-10
2118453,Pro,Plus,2024-05-03,2099-12-31
2340507,Pro,No bundle,2024-05-03,2099-12-31
2432297,SYI,Basis,2024-05-03,2024-05-08
2475729,SYI,Basis,2024-05-03,2024-11-04
2524363,Pro,Plus,2024-05-03,2024-07-08
2641548,SYI,No bundle,2024-05-03,2024-06-08
3102768,Pro,No bundle,2024-05-03,2024-06-14
3177597,SYI,Basis,2024-05-03,2024-08-15
3245829,SYI,No bundle,2024-05-03,2024-09-12
3317042,SYI,Basis,2024-05-03,2024-08-28
3424398,SYI,No bundle,2024-05-03,2099-12-31
3427632,SYI,Basis,2024-05-03,2024-07-27
3482172,SYI,No bundle,2024-05-03,2024-05-16
3773687,SYI,Basis,2024-05-03,2024-09-24
3857716,SYI,Basis,2024-05-03,2099-12-31
4285699,Pro,No bundle,2024-05-03,2024-06-04
4656281,Pro,No bundle,2024-05-03,2099-12-31
4748311,SYI,Basis,2024-05-03,2099-12-31
5034487,SYI,No bundle,2024-05-03,2024-11-14
5325678,SYI,No bundle,2024-05-03,2099-12-31
5381541,SYI,Basis,2024-05-03,2024-06-14
5384858,SYI,No bundle,2024-05-03,2099-12-31
5405103,SYI,Basis,2024-05-03,2024-06-05
5479407,SYI,Plus,2024-05-03,2024-06-21
5639526,Pro,Basis,2024-05-03,2024-06-01
6448086,SYI,Basis,2024-05-03,2024-08-13
7184254,SYI,Basis,2024-05-03,2024-08-27
7448184,SYI,No bundle,2024-05-03,2024-05-04
7513042,SYI,Basis,2024-05-03,2099-12-31
8049512,SYI,Basis,2024-05-03,2024-10-25
8315355,SYI,Plus,2024-05-03,2024-06-25
8456398,SYI,No bundle,2024-05-03,2024-08-28
8528880,Pro,Basis,2024-05-03,2024-05-08
8716484,SYI,No bundle,2024-05-03,2099-12-31
8830299,SYI,No bundle,2024-05-03,2099-12-31
8983506,SYI,No bundle,2024-05-03,2099-12-31
1113550,Pro,Plus,2024-05-04,2099-12-31
1183792,Pro,Basis,2024-05-04,2024-07-24
1301161,Pro,Plus,2024-05-04,2024-06-13
1369817,SYI,Plus,2024-05-04,2099-12-31
1452192,SYI,No bundle,2024-05-04,2024-06-03
1457507,SYI,No bundle,2024-05-04,2099-12-31
1582196,SYI,Plus,2024-05-04,2024-05-17
1785415,SYI,Basis,2024-05-04,2024-05-20
1828485,Pro,No bundle,2024-05-04,2099-12-31
1958516,Pro,No bundle,2024-05-04,2099-12-31
2173443,SYI,Plus,2024-05-04,2099-12-31
2330243,SYI,Basis,2024-05-04,2099-12-31
2345411,SYI,No bundle,2024-05-04,2099-12-31
2378234,SYI,Basis,2024-05-04,2099-12-31
2925011,SYI,Basis,2024-05-04,2024-09-17
3774249,SYI,Basis,2024-05-04,2024-05-22
3781948,SYI,Basis,2024-05-04,2099-12-31
