seller_id,outreach_readiness_score,bundle_fit_score,recent_paid_usage_percentile,consistency_percentile,category_breadth_percentile,recent_growth_percentile,total_fees_percentile,paid_visibility_percentile,paid_product_breadth_percentile,listing_volume_percentile,is_outreach_ready_group,is_targeted_for_plus_group
70739806,69.23,70.04,82.68,65.44,64.66,75.22,76.74,86.15,50.62,73.36,True,False
36049190,69.17,87.76,88.49,90.21,69.7,4.09,76.17,80.95,86.38,95.96,True,True
91298734,69.15,81.4,89.96,90.21,36.42,30.91,96.82,95.42,70.59,78.19,True,True
94669751,69.15,39.17,72.99,65.44,95.96,78.14,70.62,11.91,31.72,73.87,True,False
77810301,69.13,75.29,74.3,78.22,25.83,68.48,97.37,84.82,70.59,70.46,True,False
52969726,69.12,60.58,61.47,74.74,77.62,63.39,66.93,50.29,70.59,60.86,True,False
54706065,69.07,66.34,97.76,90.21,87.99,32.81,55.01,54.24,50.62,94.14,True,False
89791365,69.03,72.0,86.78,90.21,25.83,62.03,98.72,89.24,50.62,76.12,True,False
35597139,69.03,82.75,84.34,67.49,85.87,31.02,59.09,83.76,86.38,78.11,True,True
93273378,69.03,82.04,84.78,67.49,45.44,71.98,73.88,92.19,70.59,83.33,True,True
70372801,69.03,70.98,59.41,65.44,80.82,67.73,70.16,71.65,70.59,70.69,True,False
58582826,69.02,76.91,71.67,72.19,87.99,63.83,32.08,54.24,86.38,90.1,True,False
32258518,69.01,77.23,59.41,57.84,83.54,67.73,59.18,73.12,86.38,72.19,True,False
97744551,69.01,43.72,70.86,69.71,80.82,65.99,76.07,29.64,50.62,50.89,True,False
60986682,69.0,60.78,57.03,90.21,45.44,47.15,87.76,73.12,86.38,22.84,True,False
70348213,68.98,64.57,59.41,72.19,83.54,88.48,39.69,50.29,70.59,72.83,True,False
49649956,68.97,66.31,91.63,90.21,36.42,28.52,96.46,98.7,70.59,29.64,True,False
14839494,68.96,84.48,85.56,72.19,59.3,32.73,93.39,94.9,70.59,87.96,True,True
58421470,68.95,67.59,59.41,90.21,59.3,33.57,84.82,77.36,86.38,39.04,True,False
77834585,68.94,72.59,83.53,49.82,77.62,75.22,56.85,85.64,70.59,61.55,True,False
85478041,68.92,59.5,90.16,90.21,99.32,8.75,74.48,39.19,50.62,88.67,True,False
92727622,68.87,53.84,61.47,44.05,59.3,94.96,67.06,45.51,86.38,29.64,True,False
43481790,68.87,66.28,66.05,49.82,69.7,91.98,65.05,73.12,70.59,55.12,True,False
85109822,68.83,56.77,61.47,90.21,59.3,63.39,88.02,69.6,50.62,50.09,True,False
78642111,68.78,86.52,96.52,90.21,59.3,30.47,49.82,78.68,86.38,94.51,True,True
53037590,68.75,67.23,63.35,90.21,91.81,20.23,76.33,45.51,70.59,85.6,True,False
19001789,68.75,68.36,63.35,49.82,89.99,95.53,63.2,66.07,50.62,88.37,True,False
28653938,68.69,68.12,77.37,72.19,85.87,8.98,97.16,57.55,70.59,76.24,True,False
99516465,68.69,75.5,46.68,78.22,89.99,47.15,63.72,50.29,86.38,89.84,True,False
73169148,68.67,53.64,84.02,90.21,36.42,58.8,91.93,29.64,50.62,80.65,True,False
18727716,68.67,33.97,75.39,57.84,83.54,96.08,67.42,11.91,31.72,58.28,True,False
18706187,68.65,83.0,90.56,78.22,9.93,65.6,97.03,95.62,70.59,82.79,True,True
53100551,68.62,72.41,87.15,90.21,25.83,61.5,96.41,86.38,50.62,80.23,True,False
14236521,68.61,72.89,93.59,90.21,69.7,68.65,38.89,76.5,50.62,91.56,True,False
79492760,68.59,64.59,75.98,69.71,45.44,93.93,55.91,54.24,70.59,68.93,True,False
20936033,68.59,80.33,84.57,90.21,83.54,21.22,61.38,73.12,70.59,97.29,True,False
88337682,68.58,63.57,64.74,60.59,77.62,67.73,54.44,60.46,86.38,43.88,True,False
37759024,68.56,79.49,61.47,90.21,85.87,33.8,69.43,75.62,70.59,92.27,True,False
60025416,68.56,79.26,82.98,90.21,45.44,26.18,95.94,96.74,70.59,70.46,True,False
37437706,68.55,61.84,94.11,72.19,9.93,99.97,84.45,39.19,50.62,95.7,True,False
97946248,68.53,69.97,81.95,90.21,25.83,72.41,70.21,50.29,70.59,89.04,True,False
25494915,68.51,72.47,61.47,69.71,80.82,70.03,58.46,76.5,70.59,70.33,True,False
35038397,68.5,65.94,67.32,90.21,45.44,34.6,87.06,78.14,86.38,33.29,True,False
27561800,68.5,74.92,84.78,78.22,45.44,34.95,97.01,89.44,70.59,64.73,True,False
61693058,68.5,71.59,86.32,90.21,25.83,59.09,98.91,87.8,50.62,76.35,True,False
75808861,68.49,57.17,80.78,90.21,53.23,88.7,47.42,29.64,50.62,91.24,True,False
67622222,68.48,93.84,85.33,67.49,87.99,15.76,67.93,95.86,86.38,99.27,True,True
30092008,68.45,56.14,70.86,34.18,64.66,97.55,72.84,62.71,70.59,35.13,True,False
33061495,68.42,67.33,67.32,90.21,53.23,24.35,89.04,80.47,86.38,35.13,True,False
69380124,68.42,61.11,49.71,55.26,89.99,67.73,77.21,45.51,70.59,67.24,True,False
97508215,68.41,68.45,81.69,67.49,25.83,94.96,69.9,86.38,70.59,48.4,True,False
90794252,68.41,95.0,90.21,90.21,25.83,33.15,75.65,96.58,95.39,93.05,True,True
60244925,68.4,76.56,75.98,72.19,9.93,59.19,97.71,87.6,95.39,46.69,True,False
82033475,68.39,69.18,81.39,90.21,80.82,15.17,72.14,54.24,70.59,82.7,True,False
88735624,68.37,77.57,77.37,57.84,69.7,80.77,53.96,81.99,70.59,80.14,True,False
47737776,68.37,55.69,82.37,90.21,87.99,27.32,71.69,29.64,50.62,86.81,True,False
74739404,68.36,79.36,67.32,90.21,73.97,21.81,70.49,78.68,86.38,73.02,True,False
71804692,68.36,78.38,43.2,90.21,83.54,65.1,41.72,50.29,86.38,98.46,True,False
63125879,68.35,70.31,94.15,40.82,77.62,90.34,36.6,57.55,70.59,82.79,True,False
19656428,68.32,69.77,80.38,69.71,64.66,63.05,81.51,87.99,50.62,70.69,True,False
36150603,68.31,62.69,46.68,72.19,73.97,80.23,66.22,45.51,70.59,71.98,True,False
79965854,68.31,74.7,75.98,78.22,59.3,69.49,76.25,88.88,50.62,84.6,True,False
70773752,68.28,63.31,71.67,60.59,77.62,59.57,53.88,50.29,86.38,53.26,True,False
78326088,68.23,84.87,57.03,90.21,93.4,13.75,68.59,85.64,86.38,82.59,True,True
71689239,68.23,77.6,72.99,78.22,69.7,59.35,58.52,78.68,70.59,83.54,True,False
43936158,68.2,77.54,68.35,60.59,87.99,63.39,58.31,85.36,70.59,76.68,True,False
19625177,68.2,74.69,81.12,90.21,53.23,35.03,79.01,76.5,70.59,76.98,True,False
42968785,68.19,83.5,73.7,74.74,45.44,23.12,96.77,84.41,95.39,70.69,True,True
68537229,68.19,55.0,87.58,90.21,97.88,21.17,61.67,29.64,50.62,84.74,True,False
31989269,68.13,64.46,57.03,90.21,59.3,33.15,82.72,77.36,86.38,29.64,True,False
90230654,68.13,85.92,72.37,74.74,59.3,30.07,85.91,95.51,86.38,75.89,True,True
11003838,68.11,82.83,98.26,90.21,25.83,62.63,45.36,66.07,86.38,96.04,True,True
75193527,68.1,90.86,90.91,90.21,36.42,13.15,91.54,99.04,86.38,87.16,True,True
58278019,68.1,71.03,69.22,90.21,25.83,33.15,94.79,84.41,95.39,33.29,True,False
63148279,68.1,84.29,38.74,90.21,99.32,22.36,87.37,86.88,70.59,95.42,True,True
65216371,68.09,74.09,80.78,67.49,25.83,68.54,95.31,91.73,70.59,59.95,True,False
47029263,68.09,73.63,95.09,90.21,45.44,79.04,48.12,73.12,50.62,97.15,True,False
15792465,68.07,75.88,43.2,49.82,53.23,86.94,76.15,71.65,99.09,56.9,True,False
27781804,68.07,72.96,53.36,55.26,64.66,92.5,56.26,71.65,86.38,60.86,True,False
80427600,68.04,44.73,99.51,72.19,36.42,70.29,98.15,11.91,31.72,90.56,True,False
19213441,68.02,53.97,66.05,90.21,53.23,69.49,78.53,67.41,50.62,43.88,True,False
70911393,68.01,58.72,86.21,37.67,83.54,79.64,70.36,29.64,50.62,95.89,True,False
46327019,68.0,64.59,64.74,52.55,53.23,91.32,75.57,79.31,70.59,43.88,True,False
71050742,68.0,63.47,74.79,49.82,83.54,86.94,42.3,73.12,70.59,46.69,True,False
23809516,67.97,67.05,79.66,90.21,59.3,29.23,98.78,91.82,50.62,58.71,True,False
27929887,67.96,68.43,91.11,90.21,36.42,69.69,49.74,39.19,70.59,95.52,True,False
46722095,67.93,59.0,78.68,44.05,45.44,88.65,80.18,73.12,70.59,33.29,True,False
71219736,67.93,79.1,66.05,74.74,89.99,15.81,74.61,81.99,86.38,68.93,True,False
20894825,67.92,82.44,38.74,78.22,89.99,67.73,62.27,85.36,70.59,91.38,True,True
86221911,67.92,66.32,68.35,90.21,94.74,20.18,63.46,45.51,70.59,82.85,True,False
54962610,67.92,65.32,86.48,90.21,95.96,29.58,34.69,45.51,70.59,79.87,True,False
29382714,67.89,85.76,84.02,90.21,25.83,34.35,86.56,93.24,86.38,77.66,True,True
90391449,67.87,75.57,86.13,44.05,73.97,68.62,63.88,91.17,70.59,64.95,True,False
88691554,67.86,46.61,98.15,90.21,9.93,58.62,99.64,29.64,50.62,59.56,True,False
38303324,67.84,80.51,76.86,65.44,59.3,68.72,66.15,81.48,70.59,89.45,True,False
11244637,67.84,83.86,84.02,72.19,91.81,2.99,69.66,75.62,86.38,89.58,True,True
26222001,67.82,78.07,70.05,69.71,85.87,25.05,85.65,85.64,70.59,77.98,True,False
11723901,67.81,61.87,81.95,34.18,59.3,99.22,61.63,50.29,70.59,64.73,True,False
46183515,67.79,67.93,81.69,90.21,53.23,35.12,95.89,94.47,50.62,58.71,True,False
97746374,67.79,70.28,64.74,60.59,69.7,86.94,38.4,64.52,86.38,59.95,True,False
56752409,67.78,54.01,73.7,72.19,85.87,98.24,26.03,45.51,50.62,65.9,True,False
65996863,67.77,71.15,92.08,90.21,97.06,33.49,62.06,87.4,31.72,94.32,True,False
51710801,67.76,76.9,86.78,72.19,85.87,25.44,65.7,81.48,70.59,78.62,True,False
12171833,67.74,75.66,70.86,55.26,83.54,29.44,80.96,84.82,86.38,55.78,True,False
95747368,67.72,70.23,53.36,57.84,53.23,85.43,70.1,67.41,86.38,56.9,True,False
77097578,67.72,84.59,76.42,90.21,89.99,30.31,48.79,87.99,70.59,95.18,True,True
70442931,67.71,81.53,85.56,90.21,45.44,26.07,88.41,94.13,70.59,79.87,True,True
34324232,67.71,71.87,72.99,49.82,69.7,83.07,60.08,78.14,70.59,66.88,True,False
75220283,67.7,88.3,80.38,78.22,45.44,20.08,95.73,96.88,86.38,81.64,True,True
27179644,67.7,65.5,83.35,34.18,9.93,97.16,86.17,85.14,95.39,15.98,True,False
19846943,67.68,59.18,90.69,90.21,59.3,78.18,37.1,29.64,50.62,97.27,True,False
43444637,67.68,68.45,57.03,37.67,85.87,93.42,61.51,57.55,70.59,77.2,True,False
17054105,67.68,51.09,66.05,78.22,69.7,66.72,74.74,29.64,50.62,73.02,True,False
16246097,67.66,57.71,59.41,72.19,53.23,64.11,86.46,67.41,70.59,35.13,True,False
74233351,67.65,86.82,79.66,90.21,36.42,14.61,89.61,87.6,95.39,77.47,True,True
61455482,67.65,71.88,68.35,40.82,36.42,71.85,93.07,82.28,95.39,37.96,True,False
14196044,67.63,83.87,92.97,63.23,73.97,27.84,77.16,93.15,70.59,87.86,True,True
61833283,67.62,63.18,66.05,74.74,85.87,71.71,56.74,77.36,50.62,61.55,True,False
38911785,67.62,65.54,49.71,49.82,80.82,91.32,63.44,57.55,70.59,68.49,True,False
11533869,67.6,72.12,88.85,90.21,9.93,66.93,99.04,88.88,50.62,76.85,True,False
45163687,67.55,49.44,86.98,78.22,93.4,90.65,24.36,29.64,31.72,86.97,True,False
16667417,67.53,68.93,59.41,57.84,85.87,78.84,52.63,66.07,70.59,70.13,True,False
88608254,67.52,83.78,79.21,55.26,59.3,33.39,78.88,80.47,99.09,71.77,True,True
93261138,67.52,70.4,75.98,78.22,80.82,60.29,59.18,69.6,50.62,90.99,True,False
96766881,67.48,80.49,75.39,90.21,53.23,16.41,99.06,91.17,70.59,79.73,True,False
58717040,67.47,78.45,46.68,69.71,53.23,70.03,94.56,89.05,70.59,75.72,True,False
70882592,67.47,58.35,81.69,69.71,91.81,47.15,63.8,39.19,50.62,85.23,True,False
59376260,67.44,86.48,87.77,74.74,91.81,16.12,63.62,93.57,70.59,95.29,True,True
39593285,67.44,74.9,90.25,90.21,9.93,66.04,97.58,97.97,50.62,76.12,True,False
95041256,67.44,86.14,63.35,69.71,93.4,13.45,78.33,93.92,86.38,78.11,True,True
91115165,67.42,74.88,91.93,57.84,25.83,88.75,89.53,94.73,50.62,79.28,True,False
10221896,67.4,53.5,81.39,78.22,45.44,78.45,70.3,39.19,50.62,70.69,True,False
84767367,67.37,66.28,81.95,65.44,45.44,93.8,66.98,89.05,50.62,59.17,True,False
77370380,67.37,64.32,67.32,40.82,45.44,96.67,67.59,62.71,86.38,43.88,True,False
52365221,67.36,73.34,78.18,67.49,36.42,60.57,90.94,88.58,70.59,60.86,True,False
58006252,67.35,72.98,89.56,63.23,36.42,75.22,69.06,93.83,70.59,54.53,True,False
64261730,67.33,71.22,57.03,55.26,77.62,47.15,80.52,75.62,86.38,51.67,True,False
33375130,67.32,58.88,64.74,57.84,69.7,83.07,57.97,50.29,70.59,55.78,True,False
44968018,67.31,73.84,53.36,78.22,53.23,32.06,87.92,83.39,99.09,39.04,True,False
55532260,67.3,50.88,43.2,67.49,87.99,86.94,67.55,29.64,50.62,72.37,True,False
39385092,67.29,42.66,93.41,74.74,77.62,27.76,98.52,11.91,31.72,84.36,True,False
15773152,67.25,72.29,49.71,47.11,59.3,83.07,77.94,92.54,86.38,37.96,True,False
26051858,67.24,62.59,68.35,40.82,64.66,96.98,62.03,54.24,70.59,62.93,True,False
35816258,67.2,78.35,83.53,90.21,97.06,34.73,47.04,91.6,50.62,92.83,True,False
45515258,67.2,90.17,94.7,55.26,9.93,71.41,85.49,93.37,86.38,90.76,True,True
78833610,67.17,45.44,71.67,90.21,98.52,30.98,79.95,11.91,31.72,92.68,True,False
73996771,67.16,67.28,75.39,52.55,85.87,89.54,29.02,57.55,70.59,73.71,True,False
43381410,67.14,78.62,69.22,52.55,9.93,86.94,85.13,86.68,99.09,50.09,True,False
97341300,67.12,70.72,70.86,63.23,73.97,97.55,26.54,71.65,70.59,69.93,True,False
14735892,67.09,73.23,74.3,69.71,45.44,68.48,74.01,79.96,70.59,69.15,True,False
22644218,67.07,71.68,84.02,78.22,85.87,70.03,33.65,80.95,50.62,83.45,True,False
72707810,67.07,78.45,46.68,78.22,91.81,21.07,78.26,75.62,86.38,73.36,True,False
75951493,67.05,69.8,81.39,67.49,45.44,85.6,51.8,62.71,70.59,76.12,True,False
65321519,67.02,52.93,70.05,69.71,80.82,79.74,51.17,54.24,50.62,53.92,True,False
72072493,66.99,35.99,57.03,90.21,59.3,61.21,83.59,29.64,50.62,27.7,True,False
51820721,66.99,75.23,99.56,90.21,53.23,69.71,38.61,77.36,50.62,97.71,True,False
87950773,66.99,83.86,85.33,60.59,94.74,14.28,60.62,83.76,86.38,81.45,True,True
12040098,66.99,69.34,76.42,57.84,64.66,62.89,69.53,88.19,70.59,49.23,True,False
36778648,66.97,80.95,91.71,90.21,45.44,23.65,55.44,62.71,95.39,84.77,True,True
29152443,66.97,48.33,67.32,65.44,91.81,75.22,51.41,29.64,50.62,64.73,True,False
79275408,66.97,72.76,46.68,69.71,98.52,30.07,86.25,67.41,70.59,80.3,True,False
86381484,66.97,73.18,53.36,69.71,95.96,79.19,32.99,66.07,70.59,82.89,True,False
22989081,66.95,69.74,83.16,67.49,83.54,64.58,32.34,66.07,70.59,72.58,True,False
76863173,66.94,65.88,61.47,49.82,69.7,89.54,60.49,73.12,70.59,53.92,True,False
37044763,66.93,59.28,75.39,63.23,53.23,87.98,71.15,89.24,50.62,37.96,True,False
38708682,66.93,76.23,63.35,78.22,99.32,20.91,69.22,78.14,70.59,79.97,True,False
62605103,66.88,60.6,71.67,90.21,85.87,26.33,95.49,87.8,31.72,62.29,True,False
65853965,66.86,57.09,75.98,78.22,73.97,65.77,56.61,45.51,50.62,75.13,True,False
13072982,66.86,71.17,74.79,69.71,73.97,22.71,89.4,66.07,70.59,76.85,True,False
34715562,66.84,56.05,68.35,72.19,64.66,80.23,64.97,71.65,50.62,45.89,True,False
67504764,66.82,61.79,66.05,90.21,36.42,47.15,90.49,81.48,70.59,33.29,True,False
31258915,66.79,68.03,46.68,60.59,77.62,63.39,81.9,75.62,70.59,57.89,True,False
17406151,66.79,54.83,76.42,90.21,45.44,65.56,72.47,39.19,50.62,74.67,True,False
68081869,66.77,70.28,43.2,57.84,97.88,47.15,83.97,57.55,70.59,82.7,True,False
92402004,66.77,87.43,71.67,78.22,45.44,25.74,84.17,92.72,95.39,74.17,True,True
87100584,66.75,63.28,87.32,40.82,59.3,91.9,89.43,91.24,31.72,66.88,True,False
46404895,66.74,56.67,76.42,26.82,45.44,88.48,92.68,62.71,70.59,36.72,True,False
87495853,66.74,61.55,80.01,37.67,45.44,97.43,69.27,77.36,70.59,36.72,True,False
82343855,66.71,63.01,61.47,52.55,45.44,94.96,59.48,54.24,86.38,48.4,True,False
38185626,66.69,69.04,78.18,67.49,9.93,88.24,85.73,81.99,70.59,54.53,True,False
18913676,66.65,79.33,95.64,90.21,64.66,20.05,58.78,69.6,70.59,97.81,True,False
25364626,66.61,63.56,73.7,63.23,85.87,88.2,38.05,69.6,50.62,70.46,True,False
17940413,66.61,71.74,98.78,90.21,91.81,27.34,59.78,85.94,31.72,97.58,True,False
73270400,66.6,53.29,43.2,60.59,87.99,86.94,50.29,39.19,70.59,50.09,True,False
74981044,66.59,80.84,89.82,40.82,9.93,72.47,91.09,80.95,95.39,66.17,True,True
51751035,66.57,81.47,92.73,90.21,36.42,35.34,94.09,98.96,50.62,94.82,True,True
32681595,66.55,77.6,61.47,90.21,97.88,33.8,45.36,64.52,70.59,97.68,True,False
68396202,66.55,68.95,64.74,63.23,64.66,86.94,49.11,62.71,70.59,73.55,True,False
73828473,66.54,71.47,99.64,90.21,36.42,66.64,35.77,45.51,70.59,98.31,True,False
46825867,66.54,39.92,85.98,78.22,91.81,63.98,47.53,11.91,31.72,76.12,True,False
83391105,66.49,66.88,87.96,90.21,9.93,26.33,98.12,98.28,86.38,15.98,True,False
83060542,66.49,69.28,64.74,90.21,77.62,23.19,92.55,74.57,50.62,82.63,True,False
66818507,66.48,68.1,59.41,52.55,80.82,78.84,40.86,57.55,86.38,60.38,True,False
82769975,66.42,75.63,69.22,37.67,36.42,80.96,87.89,80.95,86.38,59.56,True,False
12619085,66.38,73.09,63.35,78.22,69.7,15.61,85.03,81.99,86.38,50.89,True,False
38172001,66.37,59.62,75.39,67.49,9.93,70.03,89.01,76.5,86.38,15.98,True,False
11472939,66.36,80.02,59.41,90.21,59.3,11.64,82.2,88.88,95.39,55.78,True,False
66413071,66.35,44.89,49.71,90.21,99.0,75.22,52.24,11.91,31.72,91.03,True,False
89410262,66.35,72.73,64.74,90.21,91.81,62.41,38.28,77.36,50.62,90.2,True,False
84427109,66.34,77.68,57.03,90.21,98.52,0.16,81.54,62.71,70.59,99.74,True,False
34552798,66.32,67.92,53.36,74.74,93.4,14.64,91.22,62.71,70.59,70.46,True,False
95846429,66.32,54.4,74.3,67.49,89.99,88.67,26.84,29.64,50.62,82.94,True,False
73012502,66.27,81.71,85.33,78.22,53.23,30.21,80.08,95.76,70.59,78.79,True,True
35161849,66.26,60.45,70.05,63.23,69.7,34.82,89.17,75.62,70.59,35.13,True,False
46808270,66.25,73.15,98.05,72.19,99.66,12.86,44.17,50.29,70.59,98.57,True,False
70247502,66.25,43.24,80.38,60.59,73.97,99.15,51.69,45.51,31.72,52.49,True,False
60519816,66.25,75.34,64.74,63.23,77.62,14.66,90.86,77.36,86.38,62.29,False,False
70081919,66.24,67.12,79.21,57.84,59.3,62.06,68.44,84.09,70.59,46.69,False,False
39655688,66.23,49.27,61.47,78.22,69.7,60.65,76.72,54.24,50.62,42.93,False,False
16509614,66.23,80.36,63.35,72.19,73.97,5.94,95.55,79.31,86.38,75.38,False,False
68821453,66.22,58.66,49.71,74.74,93.4,62.41,66.41,39.19,50.62,86.17,False,False
62691322,66.19,81.18,53.36,69.71,94.74,32.06,60.91,82.98,86.38,74.17,False,False
20019200,66.19,35.43,80.01,49.82,59.3,99.11,77.19,11.91,31.72,62.67,False,False
62227562,66.19,67.03,86.32,90.21,9.93,94.51,45.6,39.19,70.59,91.3,False,False
74227090,66.18,52.82,59.41,69.71,77.62,83.07,56.61,29.64,50.62,78.19,False,False
27387719,66.16,52.34,79.66,90.21,45.44,29.83,81.22,45.51,70.59,40.94,False,False
56234167,66.14,73.62,70.05,78.22,69.7,78.31,49.95,79.96,50.62,90.27,False,False
90076181,66.13,73.45,72.99,60.59,77.62,33.93,65.26,81.48,86.38,52.49,False,False
25178310,66.11,82.07,78.18,90.21,83.54,23.7,50.47,85.64,70.59,90.0,False,False
19242886,66.1,70.69,69.22,47.11,59.3,78.96,55.62,78.14,86.38,47.57,False,False
20645214,66.1,93.06,86.98,90.21,25.83,23.26,74.92,86.38,95.39,97.4,False,False
16083849,66.1,89.28,84.57,90.21,36.42,10.4,88.59,93.49,86.38,87.96,False,False
58176708,66.09,73.03,57.03,72.19,53.23,24.35,90.65,79.96,99.09,40.03,False,False
41567615,66.04,69.51,66.05,63.23,69.7,64.28,46.6,74.57,86.38,47.57,False,False
42798704,66.04,65.06,53.36,90.21,53.23,28.11,84.92,77.36,86.38,31.43,False,False
42141368,66.02,63.82,72.37,90.21,87.99,31.26,63.66,50.29,50.62,90.56,False,False
44303951,66.0,63.06,89.38,34.18,91.81,99.27,30.74,57.55,50.62,80.99,False,False
98057697,65.98,72.99,63.35,90.21,99.66,34.08,57.94,84.41,50.62,83.95,False,False
35978706,65.97,56.65,66.05,44.05,53.23,96.29,65.62,66.07,70.59,33.29,False,False
68590854,65.95,59.48,73.7,78.22,25.83,71.56,75.79,74.57,70.59,33.29,False,False
33531164,65.92,59.87,46.68,52.55,59.3,89.54,61.09,50.29,86.38,42.93,False,False
67079678,65.92,83.08,63.35,74.74,59.3,12.89,89.84,90.13,95.39,63.71,False,False
70989847,65.91,89.14,46.68,90.21,85.87,7.96,69.35,78.68,95.39,93.33,False,False
37463522,65.91,87.82,85.89,49.82,59.3,10.23,94.82,98.37,95.39,69.69,False,False
21792225,65.9,76.08,78.18,72.19,36.42,33.91,88.36,81.48,86.38,60.38,False,False
67041428,65.9,67.09,75.39,90.21,25.83,13.98,94.61,94.26,95.39,11.63,False,False
27033550,65.88,71.43,43.2,69.71,87.99,86.94,36.82,50.29,70.59,93.41,False,False
61504703,65.87,59.69,57.03,52.55,45.44,93.42,60.39,57.55,86.38,35.13,False,False
47915212,65.86,74.46,83.35,90.21,36.42,25.08,89.51,95.89,70.59,56.9,False,False
15154142,65.86,80.9,68.35,69.71,9.93,83.07,77.7,79.96,86.38,76.35,False,False
66548665,65.84,75.82,87.15,57.84,36.42,30.51,87.71,88.19,95.39,43.88,False,False
37612515,65.81,58.47,79.66,17.77,89.99,99.04,57.76,66.07,50.62,58.71,False,False
15828128,65.8,69.48,92.5,63.23,53.23,25.34,89.9,57.55,70.59,80.3,False,False
22100197,65.79,67.14,96.09,90.21,9.93,28.36,99.53,99.4,70.59,31.43,False,False
57618426,65.78,57.72,71.67,55.26,69.7,94.65,71.67,74.57,31.72,66.88,False,False
82822847,65.77,60.35,63.35,57.84,77.62,90.46,54.74,62.71,50.62,67.72,False,False
28394051,65.72,64.98,85.01,90.21,59.3,14.28,94.9,91.82,50.62,52.49,False,False
78411537,65.7,39.73,77.37,72.19,93.4,71.46,48.07,11.91,31.72,75.56,False,False
93293732,65.7,62.99,74.79,90.21,94.74,78.49,24.23,60.46,31.72,96.8,False,False
79500982,65.66,64.88,94.83,90.21,73.97,22.63,61.69,54.24,50.62,89.78,False,False
61001627,65.65,60.13,74.79,30.49,91.81,98.44,47.73,66.07,50.62,63.71,False,False
97990251,65.54,64.77,53.36,90.21,45.44,32.06,85.81,76.5,86.38,31.43,False,False
63348989,65.53,56.95,78.68,78.22,83.54,59.86,42.27,50.29,50.62,69.93,False,False
62580453,65.53,66.09,63.35,90.21,77.62,30.38,80.99,81.48,50.62,66.17,False,False
24318106,65.51,59.23,67.32,60.59,80.82,81.32,52.42,74.57,50.62,52.49,False,False
66568928,65.5,57.97,88.31,72.19,73.97,78.23,29.66,45.51,50.62,77.79,False,False
77672572,65.47,65.59,82.68,90.21,94.74,32.85,41.69,57.55,50.62,88.59,False,False
52069498,65.46,56.14,59.41,69.71,25.83,67.73,83.68,66.07,86.38,15.98,False,False
40263900,65.46,77.83,70.05,69.71,36.42,34.82,86.35,87.99,95.39,50.09,False,False
19189130,65.46,51.21,86.21,55.26,59.3,66.56,74.79,29.64,50.62,73.36,False,False
76302417,65.44,68.88,59.41,78.22,64.66,67.73,52.01,62.71,70.59,73.36,False,False
55280075,65.43,66.35,53.36,90.21,36.42,28.11,89.09,84.09,95.39,19.57,False,False
21322418,65.43,80.2,61.47,72.19,77.62,21.07,73.85,85.94,86.38,68.28,False,False
37142360,65.43,58.75,88.31,90.21,87.99,27.37,48.05,39.19,50.62,86.42,False,False
52727723,65.42,77.99,59.41,63.23,87.99,33.57,61.93,69.6,86.38,77.98,False,False
32038784,65.41,72.77,82.68,90.21,9.93,26.41,96.88,98.63,86.38,33.29,False,False
31644370,65.37,57.33,64.74,55.26,83.54,95.94,42.12,50.29,50.62,71.07,False,False
71571573,65.36,84.04,76.42,78.22,59.3,25.29,66.59,88.39,86.38,77.36,False,False
56115213,65.35,75.76,95.25,90.21,36.42,6.51,93.12,60.46,70.59,96.22,False,False
26073876,65.34,78.62,83.74,63.23,87.99,15.86,54.82,57.55,86.38,91.91,False,False
64155189,65.32,51.35,67.32,26.82,45.44,96.67,85.1,45.51,70.59,37.96,False,False
16400434,65.32,78.39,90.07,67.49,45.44,29.06,89.27,96.32,70.59,68.28,False,False
31904330,65.3,62.73,69.22,60.59,64.66,30.29,80.68,54.24,86.38,47.57,False,False
52038904,65.28,67.35,46.68,69.71,83.54,63.39,57.79,69.6,70.59,61.88,False,False
66162586,65.28,77.93,46.68,69.71,73.97,70.03,60.68,77.36,70.59,85.86,False,False
50059405,65.28,53.45,76.86,90.21,9.93,66.22,77.84,89.44,70.59,0.31,False,False
96722940,65.27,69.41,72.99,90.21,64.66,13.23,64.17,45.51,86.38,76.35,False,False
25131831,65.25,79.1,86.78,90.21,25.83,30.83,71.48,85.36,86.38,65.55,False,False
65211023,65.24,85.09,64.74,65.44,94.74,34.24,45.91,73.12,86.38,95.76,False,False
74562694,65.24,64.79,67.32,63.23,53.23,96.67,40.39,39.19,70.59,84.6,False,False
99021059,65.22,80.1,66.05,90.21,36.42,69.49,58.54,82.54,70.59,87.16,False,False
78189997,65.22,87.62,83.35,90.21,9.93,25.68,95.76,97.76,86.38,78.71,False,False
90540310,65.21,78.62,69.22,69.71,77.62,7.06,81.3,87.2,86.38,62.29,False,False
78941481,65.21,88.36,64.74,90.21,9.93,70.48,69.51,81.48,86.38,97.21,False,False
33869059,65.21,83.01,53.36,63.23,85.87,3.1,90.29,80.47,95.39,73.16,False,False
16854215,65.19,69.9,57.03,60.59,64.66,33.15,89.35,71.65,86.38,51.67,False,False
32877914,65.19,74.22,94.06,74.74,94.74,20.86,36.17,57.55,70.59,94.53,False,False
69333950,65.17,77.15,80.38,74.74,9.93,80.53,74.84,85.14,70.59,75.72,False,False
